words,counts
differently,7
eliminated,7
homosexuality,7
desperately,7
german,7
rush,7
baseball,7
xenophobic,7
shocked,7
despicable,7
communication,7
offense,7
pattern,7
independent,7
dick,7
dot,7
awesome,7
hussein,7
panel,6
perfected,6
psychopath,6
minion,6
congressional,6
testimony,6
passenger,6
employ,6
condescending,6
concussion,6
meter,6
merkel,6
mere,6
parking,6
proved,6
creating,6
paycheck,6
payment,6
pulpit,6
covered,6
provides,6
parenthood,6
psychologist,6
equity,6
conscience,6
occupied,6
correctness,6
ongoing,6
network,6
premier,6
poison,6
offering,6
contract,6
predict,6
threatening,6
threatened,6
contribute,6
offended,6
equipment,6
nervous,6
spoken,6
pony,6
thirty,6
nonsensical,6
spoon,6
portion,6
convention,6
thomas,6
convince,6
explained,6
possibility,6
thoughtful,6
environmental,6
opened,6
southern,6
profound,6
paint,6
consensus,6
phony,6
propose,6
physical,6
promoting,6
montreal,6
exchange,6
counter,6
prohibition,6
mortgage,6
considers,6
pilot,6
contest,6
pipe,6
numerous,6
constituent,6
pizza,6
mud,6
construction,6
spread,6
plastic,6
oppose,6
nato,6
neglect,6
negotiate,6
equivalent,6
drag,6
medicaid,6
disability,6
honestly,6
satisfied,6
hockey,6
scale,6
dimwit,6
summer,6
duke,6
scammer,6
focused,6
compromise,6
host,6
henry,6
storm,6
skilled,6
disappointed,6
disappointing,6
score,6
heavily,6
script,6
sea,6
horse,6
hotel,6
rico,6
impose,6
final,6
ridicule,6
inflation,6
slowly,6
rip,6
indigenous,6
inappropriate,6
improved,6
rogue,6
illogical,6
houston,6
roy,6
devil,6
ii,6
ideological,6
ideal,6
hunting,6
humor,6
saint,6
hr,6
discriminate,6
sued,6
season,6
donnie,6
goose,6
goon,6
siemian,6
domestic,6
dream,6
shelter,6
sheriff,6
gibbon,6
shirt,6
genuine,6
harry,6
doubling,6
shop,6
drain,6
string,6
gather,6
stretch,6
gate,6
gasoline,6
gap,6
governmental,6
severe,6
document,6
granny,6
sue,6
strange,6
seattle,6
disdain,6
harder,6
happily,6
freely,6
disingenuous,6
selfabsorbed,6
guilt,6
semblance,6
guaranteed,6
disrespectful,6
distract,6
distraction,6
grown,6
driven,6
sensitive,6
dividend,6
riddance,6
rick,6
meaningless,6
legalization,6
curious,6
liked,6
lifetime,6
lifestyle,6
rebel,6
lesbian,6
receive,6
lenient,6
legislation,6
leftwing,6
curb,6
taste,6
lee,6
learning,6
task,6
dan,6
fallen,6
dare,6
lay,6
farce,6
cure,6
song,6
initiative,6
radical,6
cretin,6
meaningful,6
marxist,6
tend,6
manner,6
manmade,6
malice,6
crony,6
maker,6
soros,6
london,6
raid,6
rand,6
loyalty,6
export,6
express,6
rape,6
sooner,6
rarely,6
loose,6
refer,6
largely,6
tantrum,6
dynamic,6
feminism,6
replacement,6
jealous,6
repubs,6
requirement,6
resolved,6
demanding,6
sycophant,6
emergency,6
demonstrates,6
lap,6
demonstration,6
investigate,6
sweden,6
intention,6
filed,6
insignificant,6
dumpster,6
stole,6
injured,6
syrian,6
felony,6
deflection,6
feckless,6
deadly,6
farmer,6
fascism,6
korean,6
talked,6
relationship,6
kicked,6
khan,6
decides,6
rely,6
karma,6
reminded,6
soccer,6
declare,6
declared,6
justified,6
favorite,6
judicial,6
judgment,6
stephen,6
percent,6
400,6
clapper,6
worldwide,6
alive,6
carefully,6
careful,6
cared,6
allegation,6
ton,6
citation,6
alright,6
civilian,6
backed,6
vice,6
tweeting,6
vicious,6
blindly,6
california,6
blocked,6
anderson,6
weekly,6
veteran,6
bail,6
baker,6
tolerant,6
advocate,6
affected,6
chooses,6
barely,6
christ,6
aggressive,6
competition,6
christianity,6
wide,6
albeit,6
christmas,6
bankruptcy,6
category,6
bin,6
aircraft,6
bandwagon,6
airport,6
ballot,6
victory,6
58,6
advertising,6
village,6
2008,6
approved,6
broad,6
walmart,6
brian,6
brexit,6
2nd,6
26,6
bound,6
tour,6
toxic,6
tower,6
bow,6
assembly,6
coffee,6
21,6
coherent,6
volunteer,6
unemployment,6
wanting,6
tradition,6
appease,6
violated,6
web,6
500,6
bust,6
unnecessary,6
cleaner,6
cleaning,6
wave,6
burden,6
ultimately,6
uncle,6
bumbling,6
bull,6
apart,6
buck,6
vision,6
unbelievable,6
apparent,6
closet,6
complaint,6
york,6
utterly,6
baseless,6
wind,6
besides,6
adding,6
chin,6
accomplished,6
addressed,6
champion,6
wood,6
behalf,6
winter,6
chaotic,6
wolf,6
chicago,6
bash,6
administrator,6
beg,6
zombie,6
accountable,6
accepted,6
witness,6
advance,6
advice,5
ww2,5
facing,5
facility,5
accord,5
tariff,5
faced,5
landed,5
sometime,5
unacceptable,5
referred,5
obsessed,5
dam,5
climb,5
dairy,5
falsely,5
soft,5
falsehood,5
registered,5
daft,5
solar,5
dakota,5
faggot,5
accountability,5
pond,5
warm,5
anytime,5
fails,5
succeeded,5
prophet,5
reelected,5
anyones,5
posse,5
leaning,5
addition,5
lease,5
mocking,5
antic,5
additional,5
antiamerican,5
proposing,5
expects,5
specie,5
disregard,5
decency,5
annoying,5
clause,5
spectrum,5
weather,5
burke,5
bureaucrat,5
soooo,5
warrior,5
objective,5
famous,5
click,5
tape,5
extent,5
bullshit,5
obey,5
tank,5
ny,5
accomplishment,5
bump,5
dig,5
explaining,5
bunny,5
ukraine,5
oath,5
occur,5
koolaid,5
disorder,5
joker,5
sleep,5
voucher,5
acted,5
jewish,5
slightly,5
wacko,5
joined,5
understood,5
trooper,5
dinner,5
smaller,5
understands,5
rental,5
teenager,5
filling,5
suddenly,5
aspect,5
repugnant,5
crude,5
rescue,5
disagrees,5
motor,5
coffer,5
suggested,5
slander,5
suffers,5
tent,5
jackson,5
repulsive,5
foe,5
crimea,5
sum,5
profoundly,5
japan,5
slavery,5
mountain,5
disease,5
omar,5
taught,5
offender,5
relative,5
snl,5
monica,5
wit,5
sob,5
knife,5
applaud,5
active,5
wannabe,5
fashion,5
taxed,5
dislike,5
odd,5
ocean,5
evident,5
appeal,5
disgusted,5
cult,5
figured,5
ferry,5
jury,5
render,5
smile,5
remote,5
festival,5
tech,5
remaining,5
dimwitted,5
officially,5
brings,5
arab,5
charlie,5
keyboard,5
fee,5
xenophobe,5
tds,5
disrespecting,5
nose,5
procedure,5
ease,5
neck,5
quick,5
questioning,5
cassidy,5
eating,5
advanced,5
mute,5
stepping,5
dominated,5
depression,5
mason,5
steve,5
mate,5
aid,5
donation,5
derangement,5
quiet,5
margy,5
stink,5
sweep,5
alex,5
alert,5
tuition,5
whiner,5
stating,5
alberta,5
millionaire,5
miller,5
marching,5
neil,5
stats,5
cia,5
manipulator,5
educational,5
aa,5
edge,5
navy,5
stir,5
prosecution,5
merkley,5
narcotic,5
celebrity,5
wilson,5
dragging,5
previously,5
draft,5
puerto,5
michelle,5
prince,5
metal,5
meth,5
published,5
doubtful,5
nafta,5
michael,5
determine,5
punch,5
strawman,5
agrees,5
psychological,5
christopher,5
stoned,5
mike,5
psycho,5
mckenna,5
developed,5
develop,5
trick,5
drove,5
duck,5
designed,5
meat,5
meddling,5
purchased,5
doomed,5
central,5
nerve,5
abuser,5
wondering,5
define,5
defender,5
rd,5
practicing,5
praise,5
epa,5
lobby,5
lobbying,5
defined,5
transport,5
murdering,5
spout,5
spouting,5
table,5
entry,5
nomination,5
chaos,5
loaded,5
powerless,5
magaphants,5
northern,5
mixed,5
typing,5
declined,5
cabal,5
determined,5
spends,5
disservice,5
spew,5
react,5
library,5
libya,5
prize,5
spirit,5
established,5
lining,5
protecting,5
enter,5
cancel,5
ensure,5
stadium,5
engage,5
deliver,5
raped,5
divided,5
ranting,5
herd,5
allows,5
divisive,5
preaching,5
empathy,5
wheel,5
demise,5
misinformation,5
circumstance,5
wherever,5
raging,5
niger,5
75,5
nigger,5
engaged,5
civility,5
misogyny,5
enrich,5
amazon,5
skinned,5
enjoying,5
spur,5
lord,5
england,5
rare,5
delegation,5
spy,5
predecessor,5
engaging,5
predictable,5
resist,5
sullivan,5
forcing,5
convinced,5
shaky,5
pa,5
improving,5
owns,5
golfing,5
inadequate,5
sharia,5
1920,5
owed,5
owe,5
inch,5
cooperate,5
sheer,5
babbling,5
impressed,5
gore,5
boost,5
ron,5
impacted,5
impaired,5
severely,5
tone,5
threw,5
backing,5
blatantly,5
importantly,5
pal,5
govern,5
contrary,5
pair,5
rolling,5
threaten,5
river,5
incorrect,5
bloom,5
counsel,5
gathering,5
shove,5
bold,5
initial,5
outrageous,5
tossed,5
revenge,5
increasingly,5
bonkers,5
boo,5
counting,5
sidewalk,5
revealed,5
attending,5
overlook,5
gawd,5
gear,5
riel,5
infidel,5
generalization,5
righteous,5
comedy,5
correction,5
generous,5
rightly,5
riot,5
indicted,5
vindictive,5
giant,5
indicates,5
india,5
tomorrow,5
seven,5
immediate,5
patriotic,5
confidence,5
confirmed,5
harassment,5
complicated,5
secure,5
handling,5
sarcasm,5
passage,5
handled,5
seek,5
path,5
connected,5
till,5
hows,5
perry,5
homelessness,5
bastard,5
condolence,5
perpetrator,5
hated,5
se,5
hitting,5
hawaiian,5
pedophile,5
bay,5
concession,5
scout,5
concept,5
bed,5
height,5
schumer,5
sanctimonious,5
bicyclist,5
backyard,5
parade,5
separate,5
grief,5
grid,5
thru,5
grew,5
untrue,5
tom,5
parttime,5
grave,5
imaginary,5
contempt,5
imagined,5
throne,5
throat,5
rude,5
grip,5
identified,5
birther,5
ruled,5
growth,5
hyperbole,5
hydro,5
guest,5
tolerate,5
uo,5
hunt,5
150,5
tolerance,5
hudak,5
veil,5
salesman,5
theft,5
tonight,5
fringe,5
investigated,5
restaurant,5
craven,5
organized,5
thankfully,5
retire,5
investor,5
ironic,5
yell,5
colleague,5
ordered,5
ft,5
investigating,5
intolerance,5
fresh,5
touching,5
irs,5
cow,5
retired,5
forest,5
void,5
orlando,5
sinking,5
attached,5
friday,5
vitriol,5
forth,5
terror,5
yearold,5
2015,5
collected,5
ordinary,5
bothered,5
ought,5
ounce,5
jersey,4
measuring,4
hung,4
humour,4
sociopathic,4
hungry,4
measured,4
asinine,4
unfortunate,4
founded,4
cave,4
stooge,4
duh,4
stood,4
bankrupted,4
reprehensible,4
mcgregor,4
jim,4
widely,4
cc,4
humorous,4
habit,4
hpd,4
hadnt,4
censorship,4
vega,4
hacking,4
censor,4
fortunately,4
strength,4
flow,4
san,4
assured,4
dragon,4
salt,4
aggression,4
willamette,4
pulling,4
affiliation,4
celebrating,4
biden,4
memo,4
safely,4
african,4
dumbs,4
flooding,4
drown,4
trumpf,4
venue,4
maximum,4
dumped,4
truthful,4
quran,4
carson,4
jordan,4
mantra,4
quotation,4
stealing,4
manufacturing,4
baltimore,4
fiscally,4
breakdown,4
whit,4
fist,4
margin,4
grim,4
firefighter,4
egg,4
maniacal,4
greenpeace,4
egypt,4
mandatory,4
mandated,4
tsx,4
rubber,4
greenhouse,4
judgement,4
understatement,4
row,4
rachel,4
involvement,4
alcoholic,4
malignant,4
quietly,4
sentiment,4
hustler,4
stiff,4
billy,4
rural,4
qb,4
matt,4
guard,4
qaeda,4
astounding,4
breach,4
flash,4
cent,4
stinking,4
hut,4
mayweather,4
catherine,4
unwilling,4
qualify,4
bang,4
slope,4
ibbitson,4
mask,4
earning,4
stereotype,4
ice,4
iota,4
castro,4
ruining,4
married,4
eaten,4
ruined,4
joking,4
untrustworthy,4
bicycle,4
vastly,4
assure,4
haycox,4
foolishness,4
beating,4
trough,4
hilly,4
charging,4
compulsive,4
itll,4
historic,4
wisdom,4
van,4
assist,4
undoubtedly,4
proportional,4
addiction,4
displaced,4
strongly,4
reserve,4
subtle,4
scrutiny,4
belongs,4
hoax,4
mockery,4
hating,4
proposed,4
hogwash,4
bathroom,4
holder,4
moaning,4
resentment,4
islamophobia,4
vain,4
dishonesty,4
highlight,4
moniker,4
resigned,4
scholar,4
suitable,4
disappear,4
disappoint,4
hence,4
suggests,4
helpful,4
discarded,4
heritage,4
begging,4
checked,4
helm,4
helicopter,4
discount,4
discourse,4
schill,4
mood,4
israeli,4
heh,4
promoted,4
hidden,4
bedroom,4
monkey,4
item,4
chase,4
schedule,4
disgust,4
sky,4
holding,4
saunders,4
ivanka,4
mindset,4
harass,4
honored,4
uranium,4
hoo,4
millennials,4
haoles,4
branch,4
satanic,4
respecting,4
flush,4
january,4
handing,4
horrendous,4
barry,4
hammer,4
seeker,4
ptsd,4
seeking,4
publication,4
hostage,4
hostile,4
dossier,4
grateful,4
sand,4
upper,4
respondent,4
jared,4
publish,4
metro,4
adorned,4
minimal,4
wiretapped,4
stupidest,4
subscription,4
prostitute,4
distance,4
saturday,4
wiretap,4
sean,4
follows,4
unfair,4
beneath,4
harvey,4
slant,4
subjective,4
disturbing,4
volume,4
ditch,4
homeowner,4
misogynistic,4
sec,4
bennett,4
fold,4
secondly,4
homophobic,4
bowl,4
proudly,4
admission,4
adopted,4
dodging,4
proving,4
chain,4
malicious,4
imbecilic,4
judging,4
rifle,4
execution,4
blunder,4
ineptness,4
exhaust,4
shocking,4
waving,4
spade,4
existing,4
leak,4
expanding,4
wasteful,4
expectation,4
buried,4
bob,4
apprentice,4
makeup,4
internationally,4
shopping,4
shore,4
experiment,4
lawn,4
lawmaker,4
ridiculously,4
interfered,4
appointee,4
exploit,4
ultra,4
applied,4
reduction,4
expressed,4
industrial,4
speaker,4
businessman,4
anthony,4
anglo,4
kerry,4
reliable,4
bro,4
byrd,4
wedding,4
feeding,4
incumbent,4
spelling,4
blowhard,4
button,4
rebuttal,4
rising,4
gin,4
lethal,4
kevin,4
weasel,4
exaggerated,4
speculation,4
gift,4
borrow,4
annual,4
recession,4
legit,4
excess,4
silliness,4
shill,4
shining,4
excluding,4
automobile,4
shortsighted,4
reject,4
shyster,4
labour,4
region,4
label,4
revelation,4
atrocity,4
appalled,4
sided,4
sideline,4
kudos,4
reveals,4
fundraiser,4
socialism,4
soil,4
cheese,4
krugman,4
regret,4
software,4
unintelligent,4
fascinating,4
institution,4
boom,4
socially,4
boor,4
attract,4
boorish,4
knuckle,4
visiting,4
kong,4
returned,4
bonehead,4
apologized,4
sordid,4
apologist,4
bogus,4
unity,4
australian,4
richmond,4
gardner,4
faux,4
kitty,4
frustrated,4
initially,4
virginia,4
anyways,4
bombing,4
injury,4
auditor,4
reflect,4
apartment,4
input,4
shrinking,4
warped,4
revolution,4
sht,4
gal,4
refreshing,4
refusal,4
refute,4
shutting,4
factory,4
laden,4
solidly,4
glenn,4
fell,4
angeles,4
capitalism,4
lunacy,4
stable,4
emulate,4
enablers,4
canon,4
lowlife,4
encourage,4
sing,4
lowered,4
viable,4
lovely,4
unrelated,4
ended,4
endorsed,4
endorsement,4
loudmouth,4
endure,4
alternate,4
rapidly,4
altitude,4
roommate,4
freak,4
unqualified,4
undermines,4
freaking,4
governance,4
arizona,4
fifth,4
sincerely,4
backward,4
film,4
engineering,4
emotionally,4
asylum,4
whim,4
alien,4
tune,4
financially,4
careless,4
breitbart,4
imago,4
rotten,4
elsewhere,4
koncerned,4
rag,4
rage,4
staring,4
turd,4
grandparent,4
maga,4
turkey,4
captured,4
renzetti,4
settlement,4
madness,4
renter,4
singing,4
rainfall,4
raising,4
emolument,4
grandchild,4
june,4
sexually,4
resulting,4
sheesh,4
brilliant,4
loan,4
epitome,4
blinded,4
inauguration,4
twenty,4
gold,4
feral,4
reached,4
shark,4
twist,4
robert,4
er,4
reactionary,4
sponsored,4
victoria,4
reagan,4
split,4
analogy,4
essential,4
incentive,4
lifting,4
fence,4
ancient,4
snake,4
ethical,4
spill,4
licensed,4
libtard,4
felon,4
loathsome,4
rocket,4
remotely,4
unpopular,4
looting,4
importance,4
resume,4
loon,4
gospel,4
shade,4
longterm,4
wente,4
shady,4
italy,4
ambition,4
kangaroo,4
reminder,4
shake,4
impoverished,4
ratted,4
log,4
kathleen,4
entitlement,4
location,4
impression,4
freeway,4
goofball,4
bleeding,4
camera,4
lobbyist,4
improve,4
simplest,4
remedy,4
lowest,4
vacuous,4
yea,4
operating,4
nationalist,4
paradise,4
nitwit,4
cont,4
demonize,4
thrown,4
oval,4
daca,4
parallel,4
compass,4
occupation,4
op,4
daddy,4
thereof,4
71,4
supposedly,4
precisely,4
nine,4
toyota,4
printing,4
clothing,4
phil,4
thrive,4
pandora,4
delete,4
temper,4
closest,4
content,4
pant,4
closing,4
odious,4
designer,4
suspected,4
wwii,4
trained,4
compassionate,4
nominee,4
trapper,4
competing,4
participant,4
participate,4
murderous,4
describes,4
treaty,4
consistent,4
swift,4
yelling,4
probability,4
oblivious,4
pretender,4
temporary,4
nominated,4
competence,4
obtuse,4
obstruction,4
civilized,4
thumping,4
toll,4
nest,4
16,4
damaging,4
compensated,4
dangerously,4
yellowcake,4
dang,4
opening,4
colour,4
desert,4
parliament,4
offend,4
device,4
prevail,4
policeman,4
demeaning,4
commentator,4
comfort,4
cooperation,4
ohio,4
pregnancy,4
surrounding,4
crybaby,4
xi,4
owes,4
cooked,4
cmon,4
pricing,4
cook,4
32,4
co,4
owning,4
comical,4
pickup,4
picking,4
choosing,4
dementia,4
ted,4
overreach,4
switched,4
switch,4
corp,4
nanny,4
crushed,4
overtime,4
despot,4
narrow,4
35,4
po,4
nigel,4
wyden,4
offered,4
motivation,4
contributing,4
needle,4
communicate,4
phillips,4
developing,4
controlled,4
delivery,4
cronyism,4
cured,4
deviant,4
swine,4
traditional,4
print,4
combine,4
commenters,4
tea,4
commenting,4
conviction,4
nah,4
phrase,4
cross,4
oxygen,4
ozawa,4
thier,4
myth,4
correctly,4
primarily,4
overpaid,4
trading,4
principal,4
abide,4
thinskinned,4
de,4
sunny,4
patronizing,4
nyc,4
patriot,4
depressing,4
patrick,4
transit,4
writes,4
coghill,4
perspective,4
congestion,4
popularity,4
permanently,4
dd,4
tail,4
tenure,4
2000,4
pathetically,4
crew,4
toilet,4
pelosi,4
diplomatic,4
tale,4
port,4
confront,4
suv,4
planning,4
achieve,4
concluded,4
2013,4
testing,4
sway,4
collapse,4
collect,4
deputy,4
23,4
nowhere,4
24,4
negligent,4
creates,4
osfi,4
sunday,4
collecting,4
zealot,4
produced,4
deduction,4
cricket,4
dependent,4
differ,4
penis,4
normally,4
pleasure,4
superiority,4
pass,4
nonpartisan,4
declaration,4
pension,4
yard,4
potential,4
tight,4
partisanship,4
norway,4
negotiating,4
negotiated,4
toddler,4
peanut,4
perceived,4
debunked,4
participation,4
yup,4
concrete,4
potentially,4
peddle,4
sweet,4
pastor,4
toughness,4
dinosaur,4
zip,4
plea,4
passive,4
pity,4
object,4
opportunistic,4
nuke,4
condo,4
sweeping,4
issued,3
crosswalk,3
crossing,3
ford,3
asshole,3
breathing,3
repair,3
resolution,3
fing,3
breathe,3
ops,3
operative,3
bozo,3
breed,3
coaching,3
assumes,3
undermine,3
unfathomable,3
cruelty,3
2030,3
respectfully,3
bowman,3
olympics,3
unfairly,3
association,3
boycott,3
teen,3
crown,3
arnold,3
terrified,3
omg,3
poacher,3
slur,3
associated,3
forgive,3
forgetting,3
oral,3
financing,3
boyfriend,3
brad,3
fooling,3
slug,3
slightest,3
assaulted,3
opportunist,3
representation,3
flynn,3
focusing,3
asia,3
fodder,3
flame,3
flawed,3
brainwashing,3
flaw,3
tension,3
slime,3
brainwashed,3
slide,3
critic,3
renewable,3
representing,3
temperature,3
jeopardize,3
assassination,3
assange,3
jeez,3
repubelican,3
asks,3
pledge,3
flop,3
jean,3
opioid,3
fluid,3
japanese,3
jimmy,3
brainless,3
journalistic,3
fishery,3
foolishly,3
22,3
residence,3
arsenal,3
fishing,3
asshat,3
jong,3
flagged,3
oppression,3
skunk,3
yank,3
28,3
resignation,3
cognitive,3
itmfa,3
tenant,3
slam,3
jon,3
slott,3
reset,3
sloter,3
joining,3
opposing,3
reserved,3
fixing,3
creep,3
tow,3
bragging,3
undoing,3
criticized,3
wa,3
bravo,3
dis,3
co2,3
explode,3
explains,3
ultimate,3
redneck,3
tancredo,3
rediculous,3
expenditure,3
burger,3
laying,3
sounding,3
recruiting,3
lcfm,3
cleared,3
dealt,3
wasteland,3
southey,3
portrayed,3
sow,3
recount,3
pose,3
populist,3
exploited,3
existential,3
reducing,3
lassen,3
popcorn,3
lasted,3
bullied,3
extract,3
um,3
anxious,3
extermination,3
reelect,3
cliche,3
extensive,3
reek,3
extend,3
transgendered,3
laughably,3
dave,3
redundant,3
washed,3
clergy,3
clearance,3
leap,3
removing,3
5000,3
leitch,3
specious,3
exceeded,3
classy,3
leo,3
speculate,3
deciding,3
lesser,3
anne,3
levant,3
evolve,3
weaver,3
notley,3
evidently,3
takeover,3
levy,3
spelled,3
everyones,3
noted,3
np,3
excessive,3
existed,3
busted,3
cleanse,3
span,3
48,3
spanking,3
lecture,3
burst,3
recommended,3
recommendation,3
positively,3
antiamerica,3
taliban,3
ugliness,3
legalizing,3
nudge,3
possession,3
recklessness,3
answering,3
answered,3
excited,3
referendum,3
transgender,3
lars,3
underestimate,3
releasing,3
feather,3
appropriately,3
offfield,3
approaching,3
37,3
appreciation,3
appreciated,3
culturally,3
kimmel,3
kimmels,3
related,3
kingdom,3
reiterate,3
klux,3
reich,3
clownish,3
sober,3
knight,3
broaden,3
broadcast,3
exxon,3
sneering,3
fiction,3
arguing,3
argues,3
older,3
brightest,3
fewer,3
ol,3
remembered,3
kathy,3
cruz,3
wallet,3
tearing,3
poisonous,3
kellyanne,3
pol,3
kennedy,3
relief,3
34,3
april,3
knocking,3
offence,3
cloth,3
odor,3
dance,3
refusing,3
solved,3
trans,3
refuge,3
observed,3
observation,3
refrain,3
dante,3
cliff,3
landlord,3
reflects,3
someday,3
landslide,3
pool,3
unamerican,3
apartheid,3
targeted,3
obnoxious,3
bud,3
lacking,3
solely,3
occurred,3
appearance,3
kobach,3
appealing,3
taxation,3
warfare,3
taunt,3
fanatic,3
kowtow,3
appalling,3
labeled,3
fame,3
soeiro,3
cyclist,3
unbiased,3
brutal,3
register,3
brutally,3
dalton,3
favour,3
interfere,3
crass,3
banning,3
hurricane,3
guided,3
consistently,3
guessing,3
venture,3
banker,3
petro,3
conspired,3
guarantee,3
gta,3
tolerated,3
parish,3
hypocritically,3
senile,3
hypothesis,3
compelling,3
grows,3
hysterical,3
youtube,3
biological,3
unusual,3
rut,3
tolerable,3
tongue,3
selfrighteous,3
sam,3
selfaggrandizing,3
partnership,3
yuge,3
yuck,3
selfemployed,3
gw,3
participating,3
sadist,3
huckabeesanders,3
barbaric,3
gutless,3
conservatism,3
sacrificing,3
hug,3
sack,3
sachs,3
humble,3
sabotage,3
humiliation,3
humility,3
paraphrasing,3
untruth,3
constructive,3
sentencing,3
phd,3
grandstanding,3
settled,3
continental,3
immaturity,3
backwards,3
pander,3
communism,3
vi,3
graham,3
unrest,3
continuously,3
palm,3
sewer,3
grace,3
pale,3
grabber,3
grabbed,3
rona,3
implement,3
implemented,3
phased,3
roughly,3
grass,3
rubbing,3
identifying,3
thumb,3
consultant,3
consulting,3
compassion,3
vermin,3
consumed,3
separation,3
september,3
paragraph,3
pharmaceutical,3
consumption,3
verse,3
rt,3
ignores,3
bla,3
17,3
gray,3
routinely,3
route,3
hacked,3
complained,3
bark,3
beneficiary,3
101250,3
bean,3
validity,3
beach,3
belligerent,3
valpy,3
valuable,3
screwing,3
zuma,3
hitlery,3
scumbag,3
hmm,3
hmmm,3
permission,3
vanity,3
condemned,3
condemning,3
holiday,3
tirade,3
tiny,3
peacefully,3
believable,3
hip,3
concerning,3
heir,3
perception,3
began,3
comrade,3
schmuck,3
helmet,3
herring,3
1000,3
hi,3
vague,3
scheer,3
hilliary,3
behave,3
perform,3
100000,3
scheduled,3
behaving,3
scoundrel,3
hiker,3
hiking,3
hilary,3
homegrown,3
harsh,3
hag,3
usc,3
personnel,3
confusing,3
horgan,3
horn,3
horrific,3
tim,3
pathologically,3
hamas,3
halt,3
sanity,3
barrel,3
patently,3
vatican,3
household,3
segregation,3
barker,3
hahahahaha,3
hahaha,3
howling,3
paste,3
selection,3
hannity,3
bethel,3
hook,3
hong,3
perps,3
payoff,3
hominem,3
timing,3
secrecy,3
confirm,3
variety,3
satire,3
bashing,3
honolulu,3
hood,3
harbor,3
basement,3
honorable,3
haram,3
pawn,3
satellite,3
beside,3
120,3
complicit,3
threatens,3
implodes,3
fortune,3
counselor,3
funniest,3
theological,3
instance,3
counterproductive,3
theocracy,3
instant,3
fundamental,3
attractive,3
instinct,3
insulted,3
fueled,3
totalitarian,3
outfit,3
attended,3
outdoors,3
colluding,3
coup,3
fry,3
placing,3
cab,3
signing,3
pitching,3
sickness,3
gosh,3
attribute,3
outta,3
outstanding,3
virtue,3
unite,3
injustice,3
rex,3
pit,3
shrug,3
columbia,3
gaining,3
bond,3
gagged,3
insert,3
toss,3
gabby,3
reviewer,3
g7,3
fyi,3
sic,3
sickening,3
sickens,3
retort,3
intern,3
retirement,3
bore,3
cpac,3
restriction,3
fraudsters,3
restricted,3
invited,3
cracked,3
frank,3
bothering,3
organize,3
craft,3
framework,3
frame,3
tested,3
bottle,3
fourth,3
astronomical,3
toughest,3
astonishing,3
organic,3
foster,3
fossil,3
texan,3
cole,3
vocabulary,3
french,3
frog,3
fro,3
orwellian,3
interrupt,3
frightening,3
friggin,3
unhappy,3
intimidation,3
planted,3
simpleton,3
invested,3
simplistic,3
boss,3
collage,3
freeland,3
bossie,3
boston,3
freebie,3
invasion,3
origin,3
rhyme,3
costing,3
boko,3
gimme,3
shed,3
glory,3
incivility,3
commented,3
sheet,3
inclusive,3
globalist,3
shell,3
ayn,3
incompetency,3
viewer,3
inconvenience,3
overturned,3
gladly,3
rival,3
bloody,3
viewpoint,3
overthrow,3
pic,3
indecision,3
independence,3
robbed,3
physically,3
thoroughly,3
shallow,3
gorsuch,3
19,3
controversial,3
imposed,3
bleating,3
googling,3
convenient,3
package,3
thoughtless,3
blend,3
sharing,3
rodent,3
shamed,3
blew,3
impulse,3
shaming,3
inability,3
goldman,3
bliss,3
conway,3
gingrich,3
shift,3
shoulder,3
indicate,3
overpriced,3
overly,3
corridor,3
overlord,3
geez,3
combination,3
thick,3
gea,3
shortage,3
inflammatory,3
gba,3
shortcoming,3
bog,3
violating,3
combat,3
pimp,3
gauge,3
cory,3
automatic,3
overcome,3
yer,3
generate,3
inferior,3
rightful,3
gerry,3
gibberish,3
1960s,3
indictment,3
pie,3
ripe,3
piercy,3
indoctrinated,3
bluff,3
avoided,3
comfortable,3
infected,3
rightwingers,3
ineffective,3
pierre,3
shockingly,3
bluster,3
gentleman,3
1964,3
inexperienced,3
rightfully,3
posturing,3
appoint,3
stifle,3
questionable,3
pressing,3
aina,3
mary,3
mascot,3
earner,3
masquerading,3
aimed,3
quarantine,3
quantum,3
aim,3
eagle,3
steven,3
aided,3
depth,3
nbc,3
stewart,3
whoa,3
trumpy,3
eastern,3
mature,3
necessarily,3
manufactured,3
manufacturer,3
manure,3
quo,3
needlessly,3
aka,3
margaret,3
aisle,3
abandon,3
chuckie,3
abandoned,3
chuck,3
marketing,3
deport,3
ec,3
stench,3
deported,3
presumably,3
presume,3
manual,3
cayetano,3
dry,3
drumpf,3
nastiest,3
medicine,3
chretien,3
drought,3
mediocrity,3
dropped,3
despise,3
wikipedia,3
afterward,3
wilderness,3
punt,3
cease,3
meh,3
melania,3
punish,3
purge,3
deserving,3
maui,3
meanspirited,3
ahole,3
dust,3
dupe,3
duo,3
dunleavy,3
mc,3
stomach,3
stomp,3
dumbed,3
purveyor,3
pursuit,3
md,3
meadow,3
wore,3
pursue,3
deserved,3
pretentious,3
neglected,3
carter,3
citizenry,3
enabled,3
rampant,3
prejudice,3
luke,3
turnout,3
stacked,3
800,3
lunch,3
capitalist,3
staggering,3
stalin,3
emerge,3
embrace,3
allegedly,3
stalker,3
macho,3
whereas,3
worship,3
